,tfd
36975451,0.056129411713850406
36975452,0.043855896532754755
36975453,0.03838916480148192
36975454,0.036721412466577355
36975455,0.08449783744926587
36975456,0.09435919115041626
36991787,0.012943157202795885
36991788,0.22159139151651935
36991789,0.004051417119143906
36991790,3.694699633217281e-05
36991791,0.08096272828412895
36991792,0.05977860986578414
36991793,0.1481842989764773
36991794,0.06082366079237729
36991795,0.004045674942988077
36991796,0.013046716250207133
36987706,0.0037563507265699196
36987707,0.003853409893591527
36987708,0.003740340942360931
36984387,0.03143771027156916
36984388,0.031368111848553204
36984389,0.040954717169428986
36973916,0.050577288551301273
36973917,0.05046160825936201
36973918,0.07941343693377984
36973919,0.0789578063516481
37014846,0.025607808727345444
37014847,0.026680379040539656
37014848,0.047736003140023
37014849,0.025759529374622538
37014850,0.0232785764111804
37014851,0.04780392947716948
37014852,0.03195553536653942
37014853,0.04424337672637427
36991461,0.18381535139846192
36991462,0.16077028731454604
36991463,0.060771818340735306
36991464,0.06516768082203615
36991465,0.09067774152949452
36991466,0.16081213659116925
36991467,0.1798364382351978
36991468,0.15188038349126542
36991469,0.0608243740459845
36991470,0.06122269373811998
36969580,0.04941436554381948
36969581,0.049338055502723986
37016997,0.02240153803768012
37015999,0.031702403278383515
37016000,0.03174078980410798
36972482,0.10471743498700486
36972483,0.07084349381803391
36972484,0.07098801987491486
36972485,0.08069596926271158
36972486,0.07096718392802484
36972487,0.08048752256194214
36972488,0.08041952255512629
36972489,0.08101485786710673
36973802,0.0043682035077416605
36973803,0.005606963977351807
37016100,0.02556158477037836
37016101,0.024915793901195735
37016102,0.022666246504048648
36974444,0.009100934131389684
36968620,0.03276681163350815
36968621,0.043416244793418726
37013461,0.18807716382033257
37013462,0.1885211550480206
37013463,0.1880140954447952
37013464,0.1877063175871224
37013465,0.2837278403517432
37013466,0.2837330473209164
37013467,0.28372875801110414
37013468,0.28372711963459807
37014214,0.0992484960858131
37014215,0.09920401267764135
37014216,0.023858642060903365
37014217,0.07840130443369372
37008313,0.0825143103111609
37008314,0.08762440176306328
37008315,0.0825327871055225
37008316,0.04980909612527273
37008317,0.04980284698857097
37008318,0.08252428792538541
37008319,0.082517126565337
37010696,0.0007187746320122726
37010697,0.0006699161044125504
37010698,0.00023030607183688822
37010699,0.0009613402778156134
36982533,0.023409917700605853
36982534,0.13732135618792243
36982535,0.09058576151965071
36982536,0.0899779604577487
36982537,0.04606752472538064
36982538,0.023412990264375932
36982539,0.023397050939665664
36982540,0.046243828478865795
36982541,0.023406204667605627
36982542,0.1373225452191828
36984973,0.14550625624690613
36984974,0.14531966201508825
36984975,0.06895865121205534
37008083,0.026159961009058742
37008084,0.0933331995093963
37008085,0.045265190875197175
37008086,0.03383073800802742
37008087,0.040491001668505715
37008088,0.02551014279650411
37008089,0.007147348439511295
37008090,0.007138888954980109
37008091,0.007143095806511311
36996696,0.08051207249944903
36996697,0.08065058389761319
36996698,0.07606780249817814
36996699,0.0832063168357415
36996700,0.05242344445710287
36996701,0.06669055387551336
36996702,0.06557341961948895
36996703,0.052444059977394
36974979,0.04329275248075018
36974980,0.04335749343454402
36991779,0.034069007066940195
36991780,0.05838135575504378
36991781,0.04479147578138065
36991782,0.04257491225201998
36991783,0.11777308454127985
36991784,0.014876833876401832
36991785,0.07580685417699122
36991786,0.04038072154582726
36981550,0.07808168707166555
36981551,0.09067539688363672
36981552,0.055178467730977225
36981553,0.03875833796728377
36981554,0.07352011733145389
36981555,0.09356139013407042
36981556,0.021356125501896688
36981557,0.05917863372363741
36981558,0.0543235973056077
37016149,0.040604346082401856
37016150,0.040600935821282234
37016151,0.050360294357301355
37013076,0.03824831096787421
37013077,0.08514176171010157
37013078,0.07041224978920751
37013079,0.052423351565766545
37013080,0.038289208010546055
37013081,0.11336332143744494
37013082,0.083001698595525
37013083,0.0522352169274687
37013084,0.03592642380840222
37008698,0.09216149102129426
37008699,0.03459624176471437
37008700,0.07187152541798868
37008701,0.059292661323800275
37008702,0.06537010769520236
37008703,0.05928792174653449
37008704,0.11877324922842472
37008705,0.09277925931680245
36974389,0.07111200402203294
36974390,0.08968552997979433
37014267,0.03200697091985982
37014268,0.04554988307808019
37014269,0.008795637769449945
37014270,0.02730012953099258
37014271,0.04558441875862479
37014272,0.06245160431871885
37014273,0.05199932056266798
37009599,0.053029841277497665
37009600,0.053291231802405185
37009601,0.053200571381328055
37009602,0.053166052321379005
37009603,0.0913591918774246
37009604,0.05326882553106034
37009605,0.053204951150554625
37009606,0.09159548293436501
37009607,0.09213481138217705
37009608,0.09198695687982757
36999326,9.434737689315103e-07
36999327,0.0021769540513386643
36996073,0.014234275834447247
36996074,0.03525733960324019
36996075,0.02580246822541529
36996076,0.014903522493007207
36996077,0.0354161674633346
36996078,0.027079931280674867
36996079,0.013773087361114095
36989744,0.02521395459384427
36989745,0.0192150562229903
36989746,0.01297770941273795
36989747,0.02246553443028803
36989748,0.014228799363376617
36989749,0.02053182769923404
36989750,0.018781994258590277
36989751,0.01879098164254073
36989752,0.055580773601367185
36989753,0.016571633583167673
36983669,0.037951435178933825
36983670,0.05853977845434077
36983671,0.18117068454257412
36983672,0.06228941740817555
36983673,0.027774521467928616
36983674,0.13895915749491697
36983675,0.06929443655387571
36983676,0.06664538329749407
37011180,0.087879956957027
37011181,0.09374677837889892
37011182,0.09050911875898525
37011183,0.08748942266895962
37011184,0.08865457561354878
37011185,0.08677166399001701
37011186,0.0926826509043219
37011187,0.09693735981605253
37011188,0.08370197972148355
37011189,0.08637309658547351
36978937,0.12582061986425525
36978938,0.029155472947301562
36978939,0.016691345575714448
36978940,0.07267008212343506
36978941,0.11076527299900805
36978942,0.11597524153159805
36978943,0.03145741303851262
36978944,0.014658070551901787
36978945,0.12663169435774707
36978946,0.06856116562792909
36981719,0.10015174465516963
36981720,0.11193884050930494
36981721,0.09165676871558867
36981722,0.09797869080936195
36981723,0.08266594306772174
36981724,0.10762838712388777
36981725,0.08114277248196024
36981726,0.07325875655989192
36981727,0.11523871203211464
36981728,0.07872234196170097
36975564,0.27164317955212813
36975565,0.20014231449703637
36975566,0.045402581244854766
36975567,0.04865181101777725
36975568,0.02225453193795526
36975569,0.05602343219682278
36975570,0.05396281092581553
36975571,0.05554809728764405
37016184,0.010108127204045591
37016185,0.0028088622735685715
37016186,0.010100531829224288
37016187,0.02781622494339642
37018483,0.1074776505184668
37018484,0.10740519366363882
37018485,0.08107900210665525
37018486,0.06857221488444751
37018487,0.06868830074029313
37018488,0.06868909769218286
37006531,0.08392890972459904
37006532,0.08393472786880955
37006533,0.01715313440127747
37011426,0.027551888423051556
37011427,0.02468995599434608
37011428,0.028972943754115445
37011429,0.027566964253283834
37011430,0.025093522390831603
37011431,0.026707786962115832
37011432,0.024946423776065825
36988935,0.042654367913463186
36988936,0.011329351534843653
36988937,0.006241068911368938
36988938,0.03568613947310237
36988939,0.011048819103498942
36988940,0.016017480319122826
36988941,0.006701171867842872
36988942,0.047561491428088035
36988943,0.010864358830476997
37016398,0.10634435653267063
37016399,0.12120220560455999
37016400,0.0767030272404044
37016401,0.14487631041963847
37016402,0.002787975030356937
37016403,0.003883554787045274
37016404,0.02792186720155236
36974877,0.019281994118631893
36974878,0.027766044929246572
37012819,0.14666812022718975
37012820,0.1546862371452676
37012821,0.15099124932613933
37012822,0.07301071829612567
37012823,0.0496076290536496
37012824,0.15093286921901122
37012825,0.029710509156134508
37012826,0.15083255257151196
37012827,0.23741260932250394
37009403,0.2170677979920603
37009404,0.02075941522632219
37009405,0.1088046079417393
37009406,0.1578797932503011
37009407,0.20039414854163176
37009408,0.023707164406017875
37009409,0.20756715161965478
37009410,0.2565362620849616
36974459,0.04286631718163093
36974460,0.05018069760892053
36974461,0.08414381867184667
36974462,0.19779792656922376
36974463,0.019336360338489397
36974464,0.029330097540999932
36974465,0.04925832671519263
36974466,0.022027484115305477
36974467,0.021189472028393854
37016176,0.004690000389096566
37016177,5.990150392279008e-05
37011942,0.018119579199319807
37011943,0.09179267589437484
37011944,0.08606364901674118
37011945,0.07221760654678651
37014802,0.006389417747498669
37014803,1.8794061641939583e-05
36970327,0.04394182656388456
36970328,0.0631734224404657
36970329,0.04413701400824834
36970330,0.06352255274364879
36970331,0.01906246871053665
36970332,0.018950085276837877
37014770,0.01895289336546518
37014771,0.014026658822389118
37014772,0.018651972285540244
37014773,0.004843124575159081
37014774,0.004853246960334191
37014775,0.0001752595604598598
37014776,0.013966613831078938
36961641,0.005872112008886197
36961642,0.006987808880893598
36961643,0.007634166878010477
36961644,0.0014991903230730747
36961645,0.005754173567679848
36961646,0.109782496662628
36961647,0.10978529686509869
36961648,0.00040449497470907537
37012653,0.3187622906951414
37012654,0.11445881634354774
37012655,0.33578702471551647
37012656,0.114278126808799
37012657,0.3357886122898265
37012658,0.061492253986565104
37012659,0.3167781547216784
37012660,0.29984820538606466
37012661,0.12023756044702603
37012662,0.06899254690996363
37007501,0.07746097899718601
37007502,0.05634001640729112
37007503,0.08326402296034928
37007504,0.06922923795276391
37007505,0.05886405383970845
37007506,0.07371807704264859
